ENSEMBLID	Control	Control.1	Control.2	shEZH2_d4	shEZH2_d4.1	shEZH2_d4.2	shEZH2_d8	shEZH2_d8.1	shEZH2_d8.2
ENSG00000102393.5	9.996018671	11.27677742	10.68148881	9.060392945	10.85595314	9.216393475	11.38753543	15.08469017	9.837979293
ENSG00000102401.15	8.992917714	7.6091729	8.264246679	14.09455825	13.07170092	12.66262632	11.08626442	9.245338399	17.76318661
ENSG00000102409.9	6.606631056	7.328984306	6.940233332	21.9859802	21.36989563	22.0010678	27.61363096	27.98337785	25.06858977
ENSG00000102445.14	0	0.013184251	0.007333375	0	0.006692905	0	0.023502006	0	0.005370729
ENSG00000102452.11	0.957600703	0.840414621	0.774929362	1.706863934	1.610704488	1.468999431	0.56880027	0.474466829	0.853130922
ENSG00000102466.11	0.282875522	0.289342148	0.201173209	0.287541407	0.330486249	0.229784391	0.056413003	0.109819761	0.103132971
ENSG00000102468.6	0	0	0.008297649	0.094880132	0.053010735	0.045754673	0	0	0.012153864
ENSG00000102471.9	5.894129297	5.590095107	5.185329457	10.26472054	9.337478128	8.880709841	11.29990583	9.874645289	15.04710104
ENSG00000102524.7	0.055583892	0.039442849	0.014625996	0.322538391	0.49389874	0.380208452	0.292958761	0.159685615	0.364194775
ENSG00000102531.12	7.131774453	6.074403715	5.602871512	23.88611496	19.15436844	17.96372422	5.9493623	4.562779678	12.2585843
ENSG00000102539.4	0.09785964	0.028934215	0.032187713	0.184026501	0.029376555	0.076066557	0.051577603	0.162195339	0.094293002
ENSG00000102543.10	1.132370424	1.287326085	1.097157346	1.707324556	1.602136974	1.264568874	2.026424634	1.80407774	1.801582928
ENSG00000102547.14	1.786631654	1.701493522	1.540665347	2.531075681	2.458682428	2.295517653	1.565900892	1.279126105	2.063239237
ENSG00000102554.9	4.118521975	3.37136798	3.969045507	3.730350949	3.538405727	3.570636027	3.622434697	3.169113698	4.398117527
ENSG00000102572.10	17.72056456	19.58711443	17.75642952	17.4355471	18.06718838	17.58048736	24.40180675	26.2494579	20.67142436
ENSG00000102575.6	0.096677256	0.114338475	0.270289861	0.480479385	0.159618882	0.288065366	1.108258619	1.241826078	0.698652839
ENSG00000102580.10	5.352437484	4.546258089	4.473291936	7.862728203	7.055102142	5.862471713	6.039588762	4.926249484	9.664189428
ENSG00000102595.14	1.849306512	1.869012236	1.614676694	5.64101644	4.663215025	3.497845704	2.01140539	1.667224822	5.552256539
ENSG00000102606.13	6.617654577	6.698362603	5.7189128	8.448980581	7.812956141	8.012017427	9.581395098	8.889981482	9.862419147
ENSG00000102678.6	0.029968033	0.008860665	0.009857	0.120761418	0.044980626	0.08541218	0	0.008278311	0.086627411
ENSG00000102683.6	0.20735503	0.200646911	0.099203817	0.708971275	0.860127306	0.644710451	0.357669518	0.64569449	0.236124521
ENSG00000102699.5	16.05787367	14.14264442	12.99547166	25.09285221	21.53828167	19.58138336	21.88519125	20.64784904	24.95775243
ENSG00000102710.15	3.028337237	3.045066573	2.597196097	2.675966374	2.235131572	2.12697115	1.695038366	1.742219669	2.408526926
ENSG00000102738.6	5.145108923	4.999148383	4.604007223	5.863911166	5.429200486	5.56581412	5.770490639	4.536594547	5.842275265
ENSG00000102743.10	9.792756129	9.304783542	9.352484444	9.488692026	9.069151949	9.42018951	17.64027016	17.07966071	12.62869202
ENSG00000102753.5	11.41148489	11.64268785	10.27940191	11.96007578	11.65624918	9.414214896	8.572670666	7.288086095	14.12565068
ENSG00000102755.6	0.058980073	0.074737163	0.049884576	0.117703485	0.085997027	0.100423184	0.102139244	0.093100232	0.154254099
ENSG00000102760.12	45.34163329	44.07673418	45.13110413	83.70760247	81.58768965	84.21717687	32.99817078	36.51935982	25.46413579
ENSG00000102763.11	1.89344237	1.643939507	1.647084893	1.80964616	1.503234481	1.242064993	1.075439981	0.881169971	1.74287019
ENSG00000102780.12	0.38273849	0.240142516	0.229319387	0.635268232	0.489785181	0.538206897	0.322002313	0.188620824	0.746235065
ENSG00000102781.9	3.742572816	3.185726658	3.207214743	7.777378021	6.705647315	5.944328467	5.214428823	4.413527625	9.787596137
ENSG00000102786.10	2.005584324	1.975120317	1.60858253	2.204895036	1.940478583	1.694854106	1.422961538	1.133607514	2.22979368
ENSG00000102796.6	0.328003305	0.604704568	0.660007923	1.865995156	1.81867963	2.059659375	3.528712788	3.965388462	2.825847578
ENSG00000102802.5	6.933029859	7.623568378	6.878869592	12.14488528	10.80176192	10.88204616	7.308203044	6.900931153	5.810796307
ENSG00000102804.10	9.514522785	9.370660091	8.355721788	12.64360072	13.04456117	12.37164445	15.44215704	15.90872937	14.32604285
ENSG00000102805.9	3.818751631	3.506379894	3.381273161	4.068924524	4.653132247	3.782423506	4.229216797	3.925772761	4.812941777
ENSG00000102837.6	0	0	0	0	0	0	0.01237364	0	0
ENSG00000102854.10	0.398510449	0.53415273	0.436923063	0.157018147	0.350912135	0.24781058	0.182032672	0.117422667	0.191993075
ENSG00000102858.8	15.11478703	15.06441735	18.20644894	13.41485719	14.70022488	15.08828801	22.94585833	25.98755355	18.80218453
ENSG00000102870.4	6.298899378	6.510126924	6.910959936	6.293781573	6.710409388	6.690536886	7.954735874	7.219591408	6.365785854
ENSG00000102871.11	12.58508521	12.2050086	16.69723528	17.90819854	18.70669755	21.45954025	29.49266399	33.97435276	19.92559529
ENSG00000102878.11	0.12072323	0.080312187	0.099269851	0.210805976	0.235559954	0.281515458	0.15111654	0.200090101	0.312618855
ENSG00000102879.11	1.452123752	1.395388296	1.77273617	0.525142344	0.76284962	0.65843145	0.934612422	1.164825147	0.585241876
ENSG00000102882.7	32.32862161	33.15920945	42.28986546	35.11815768	41.33423071	45.07104169	50.27684629	61.59105341	33.65095958
ENSG00000102886.10	0.809243852	1.063420373	0.662477952	1.178787263	1.295613287	1.304649389	0.853035181	1.013399224	1.282255178
ENSG00000102890.10	0.884822164	0.983988033	0.729754839	0.496692885	0.570874887	0.86228458	0.765651987	0.642062585	0.776223653
ENSG00000102893.11	3.50360193	3.048200679	2.69081334	5.678260721	5.25356283	3.985912459	3.762935587	3.58525512	6.330520437
ENSG00000102897.5	2.94348343	3.055849283	3.23758409	1.932384352	1.977459978	1.716596155	1.81576704	1.694180651	1.522977631
ENSG00000102898.7	35.36822012	38.96915014	42.48951714	19.38295482	23.30492299	21.88848536	31.44730803	35.06702098	21.55291092
ENSG00000102900.8	17.69391025	18.95566934	20.15096786	8.19416443	8.84308593	8.013670346	10.80705916	11.18412517	8.581649665
ENSG00000102901.8	10.14231516	10.68815998	12.64118838	5.508739536	6.045025801	7.368252467	9.222092139	10.35880343	8.276002629
ENSG00000102904.10	0.114766595	0.114850505	0.197454743	0.189732114	0.201410911	0.155542812	0.167506701	0.204849513	0.187141744
ENSG00000102908.16	1.159043946	0.838652949	0.932955016	2.455321655	2.078891476	1.957651368	1.676374296	1.090532327	2.954827389
ENSG00000102910.9	9.737044028	9.270020265	7.98928982	7.574924596	7.553996692	6.934150011	8.265884535	8.185269157	8.503510901
ENSG00000102921.3	4.611381189	4.037760626	3.915330051	4.978605522	4.771451138	4.621891586	5.030115746	5.018661882	5.80598423
ENSG00000102924.7	0.01310957	0	0	0.01408728	0	0.027173609	0.09673286	0	0.126317726
ENSG00000102931.3	15.40206611	14.86420359	14.17638432	14.43459412	15.53361439	12.11310974	19.02021236	19.53064027	16.18285886
ENSG00000102934.5	0	0.024826271	0	0	0.05041162	0.065266984	0.044254857	0.092778404	0.020226431
ENSG00000102935.7	0.071790919	0.03574983	0.044740922	0.101506681	0.131574328	0.156640762	0.075675805	0.037575254	0.058252121
ENSG00000102967.7	3.493682204	3.479017236	3.548561042	1.449153822	1.316290417	1.561140243	1.230350701	1.106692301	0.927076023
ENSG00000102970.6	0.055294675	0	0	0	0	0	0	0	0
ENSG00000102974.10	14.9513535	13.37189925	13.30472886	8.776634389	9.617355601	9.095798696	9.501263587	8.937336527	10.17820717
ENSG00000102977.9	11.29666081	12.19804633	14.6541117	5.291721813	6.737893666	6.626079448	6.438545312	7.122717426	4.34786555
ENSG00000102978.8	20.82665504	24.21279715	25.12986286	14.07902817	16.04317815	14.56282004	18.83302494	21.91571896	13.78867626
ENSG00000102981.5	0.594194791	0.891943838	0.631424298	1.350693738	1.289765032	1.326393545	3.08356421	3.484801742	1.409325511
ENSG00000102984.10	1.919222573	2.29347453	2.709179854	2.373859946	2.952680592	2.900754843	3.055692487	3.313514424	2.301960474
ENSG00000102996.4	0.315513742	0.227532012	0.202493422	0.620203753	0.785435625	0.845413479	1.914405614	2.763511521	2.202250506
ENSG00000103005.7	10.56345739	11.04384643	11.93622561	6.434227268	6.495970325	7.398474993	12.01430219	13.19098378	9.460083009
ENSG00000103018.12	13.788704	14.72291719	14.05161787	12.03787184	12.55229617	11.66126139	16.41987891	16.20477037	13.48077118
ENSG00000103021.5	0.160650295	0.088213474	0.22645987	0.166466161	0.186013519	0.178391284	0.139103759	0.152152199	0.18796555
ENSG00000103023.7	0	0.019042878	0	0	0	0	0	0	0
ENSG00000103024.3	19.08584668	19.78920076	25.85375059	24.63135128	29.21920283	32.68317619	33.83704906	39.55152988	21.83698675
ENSG00000103034.10	2.738969296	2.789075945	2.727030366	4.20841838	4.753386729	4.800543293	3.366525256	3.692478531	2.584798237
ENSG00000103035.6	28.09857421	27.96217298	26.99151224	20.17834269	20.26767899	18.50962137	27.44737898	27.11177968	22.53017714
ENSG00000103037.7	1.460484345	1.536378026	1.446191636	1.214225487	1.301426561	1.131255048	1.555722268	1.5712979	1.496134101
ENSG00000103042.4	4.416771889	4.412478097	4.851039712	6.120892064	6.068647569	6.609227383	12.8085241	15.05482553	12.23775742
ENSG00000103043.10	6.831644374	7.229429217	8.301770439	4.577733043	5.011687204	5.11760014	6.300623505	7.017557625	5.58912143
ENSG00000103044.6	0.887286641	0.790835713	0.955894148	0.697822446	0.687119243	0.566412283	0.237214065	0.291281035	0.247811065
ENSG00000103047.3	4.022669396	4.475262908	3.925216114	2.169354655	2.382297327	2.262347013	2.877568684	2.857015917	2.433914843
ENSG00000103051.14	19.69604171	20.69751559	23.81944597	16.30893802	17.52441045	18.20384278	25.48796797	29.23741001	17.19128298
ENSG00000103056.7	0.090202188	0.056147646	0.04996892	0.045913953	0.045604816	0.059043705	0.035030719	0.02098297	0.054893455
ENSG00000103061.7	2.760096532	2.295101854	2.768813545	1.606259567	1.613813279	1.657909737	1.782992087	1.970400804	1.661398336
ENSG00000103064.9	4.57309604	4.186555364	4.089923091	2.809468929	2.842695927	3.184545997	6.738371928	6.889623772	7.354137913
ENSG00000103066.8	11.14733204	11.18184138	12.91066507	14.61696206	14.86848906	15.14867185	24.27269742	29.39463222	19.33683079
ENSG00000103067.7	0.207839592	0.079526181	0.176936954	0.085394799	0.08808214	0.063354613	0.154649364	0.128335398	0.094242152
ENSG00000103089.4	0	0	0	0	0	0.011709027	0	0	0
ENSG00000103091.10	5.540498831	5.555265009	6.105542789	6.054962115	6.285109563	6.95313106	6.823635388	7.527544564	6.05128409
ENSG00000103111.10	6.770891036	6.59500981	6.885696123	7.849304415	8.118477122	8.960726547	10.38338973	9.980757679	9.005450015
ENSG00000103121.4	5.50567528	6.347211246	5.364212021	2.995453863	3.668812988	2.22075292	3.283483155	3.387034234	1.988184997
ENSG00000103126.10	9.365678628	9.508060446	11.16879693	6.135141346	6.206547743	7.607129811	8.100997225	8.938363378	6.280270337
ENSG00000103145.6	40.65084674	42.77256327	50.57940901	48.65520517	53.79866156	63.87237472	50.45516905	66.15656997	37.84304536
ENSG00000103148.11	8.067790239	8.707424476	10.00489649	5.466146295	5.514519845	6.728675256	6.480036657	7.395583595	5.114699393
ENSG00000103150.4	2.762965805	2.564245126	3.138680418	2.639135522	2.925997744	3.208233765	3.788921548	4.098861589	2.828657047
ENSG00000103152.7	32.61403755	36.73182014	43.50185942	40.39244782	44.12761872	51.62496621	56.88813959	65.7397272	35.01571474
ENSG00000103154.5	0.026989067	0.047879236	0.08877167	0.014500954	0.048611205	0	0.042674326	0.014910815	0.026005411
ENSG00000103160.7	5.996477555	5.770578595	4.93803807	11.49922708	10.92105118	9.833268545	8.777591883	7.821748112	11.79975509
ENSG00000103168.12	6.966234765	6.73561483	7.661832589	4.504598369	4.131035221	5.782197383	4.760200302	5.374645434	5.051919129
ENSG00000103174.7	3.230715392	3.278208544	4.152649368	2.045681688	1.891263069	1.953725034	2.725740874	2.973679805	2.061369849
ENSG00000103175.6	8.902190095	8.90869876	9.21382485	3.732377689	2.780435782	3.277846951	0.863231542	0.639645172	0.564593296
ENSG00000103184.7	0	0.006209442	0	0.016925616	0.037826227	0.076180083	0.022137677	0.011602672	0.025294749
ENSG00000103187.6	166.6163793	184.9504877	210.2464967	64.09826211	75.16812183	72.42253779	86.22391266	99.47800371	62.46205081
ENSG00000103194.11	24.56636988	23.05663575	21.80272732	16.0389742	16.18715824	14.61631186	17.3696177	17.65290292	18.12714786
ENSG00000103196.7	22.15977664	20.86940647	21.04166164	7.654493504	7.820036849	7.099290573	1.44952301	1.354275747	1.275613917
ENSG00000103197.12	13.28922645	12.64156562	16.13587217	11.03570116	11.14874106	12.55866883	17.31696206	18.83833107	13.93975197
ENSG00000103199.9	2.293381916	2.507050128	2.837397972	1.712660287	1.81902903	2.142453107	2.339860034	2.481768488	1.773919002
ENSG00000103202.8	56.31497698	55.64500533	72.76048878	39.04640287	45.83865424	53.46761129	59.00031401	74.65812053	39.56528435
ENSG00000103222.14	48.86122146	45.66067369	46.04032798	14.16832263	13.19606505	14.40474647	12.09077739	11.75125752	12.72606983
ENSG00000103226.13	1.603485399	1.672734147	1.379390041	1.519838879	1.323099316	1.278352243	1.789938002	2.185188849	1.877822729
ENSG00000103227.14	1.769034781	1.328140591	1.688551934	1.691303464	1.832635605	2.098562797	2.184699149	2.337973192	1.725448921
ENSG00000103241.5	74.88520335	74.37614266	77.91331843	145.2589064	142.1855027	160.3005924	129.0080773	121.1099586	102.3707873
ENSG00000103245.9	3.614289557	3.673834501	4.274715884	3.432757723	3.523337248	4.468061223	5.420550743	6.015936783	3.814233983
ENSG00000103248.13	3.101876222	2.811540352	2.918613395	2.158392528	2.236297148	2.457210451	2.083783356	2.205351331	2.266116394
ENSG00000103249.13	7.334018958	7.207538198	8.80600971	8.326573409	7.961484337	9.519702889	19.48838027	21.82595096	16.80918802
ENSG00000103253.13	2.440937621	2.607215347	2.836336548	2.294175537	2.338109485	3.084765917	3.599304512	4.748774378	3.008650581
ENSG00000103254.5	14.55388619	16.50153025	19.40401907	8.988329501	9.93761667	10.74003349	17.72748761	19.57899328	11.65496807
ENSG00000103257.4	226.4119408	228.9787899	272.9903402	46.01493587	51.63339779	51.51071196	49.913043	49.82581569	41.31588469
ENSG00000103260.4	12.15823861	13.58411226	17.51100537	8.611021796	9.887613869	10.45297065	17.01055045	20.68063794	11.79498952
ENSG00000103264.11	7.000987872	6.909796396	9.040162735	5.966983042	6.583713138	7.473213425	10.13806634	10.83668106	7.660025618
ENSG00000103266.6	41.25971164	45.63660266	55.57842472	29.1739668	34.36283254	35.0006883	53.04219737	58.66671715	33.61569943
ENSG00000103269.9	1.516201113	1.408930394	1.519861458	2.055995194	2.189052346	2.207437483	1.902676961	1.814940592	1.7392154
ENSG00000103274.6	8.488510376	8.784309198	10.82478565	7.271097493	8.292002352	7.932192016	9.772966388	10.6671436	6.184632168
ENSG00000103275.14	13.21425592	14.90961277	15.3200035	6.884201485	7.593535559	7.414726216	8.129790362	8.640363936	5.881495492
ENSG00000103310.6	0.009854021	0	0	0	0	0	0	0	0
ENSG00000103313.7	0.007056697	0	0	0.022748955	0	0.014627172	0	0.015594627	0.04759654
ENSG00000103316.6	0	0	0	0.009662191	0	0.009318924	0.009478169	0.009935287	0.008663886
ENSG00000103319.7	8.617905998	7.573008421	7.868546552	3.632971535	3.72555907	3.980700806	3.095751491	3.245054933	2.77824681
ENSG00000103326.6	13.69499397	12.88348383	15.78682262	9.315473227	10.84835857	11.42239854	16.43735442	17.99913053	12.97939506
ENSG00000103335.15	62.69613821	56.7468855	65.5018634	33.07836692	32.97519027	38.07214677	55.01296573	58.6077032	52.67141497
ENSG00000103342.8	21.81267336	21.16264634	19.7478326	17.35513579	16.48512783	15.47262199	18.19593242	18.08467243	20.82151888
ENSG00000103343.8	2.766848624	2.670982154	2.675743577	1.766131542	1.760550451	1.789168643	1.857134442	2.064287227	1.663405927
ENSG00000103351.8	1.190523136	1.12950299	0.90078542	1.293370585	1.303862479	1.120871312	0.919375069	0.669782027	1.159738626
ENSG00000103353.11	17.51072505	16.37631092	15.80745471	16.86036224	16.83289816	16.62132525	20.22446952	19.25151881	18.21114291
ENSG00000103355.8	0	0	0	0	0	0.016687581	0.033945487	0	0
ENSG00000103356.11	8.160307039	8.120920104	9.073115355	6.536817673	7.026482429	6.993476932	7.557153961	7.724895062	5.924332213
ENSG00000103363.10	107.0532845	126.7526379	143.6231182	98.25630743	112.7986809	116.8556745	163.6605805	205.2315047	92.83931803
ENSG00000103365.11	9.589168771	10.06563364	10.25709139	8.253229395	8.155768372	8.580891675	7.786833177	8.075643733	6.401293105
ENSG00000103375.6	0.023931193	0	0.031485518	0.025715978	0.028735688	0.074407118	0.025226203	0.052885649	0.046117971
ENSG00000103381.7	5.96507827	5.394106574	5.945083662	4.288428793	4.006010003	4.092306763	8.95882624	9.880856807	7.13118271
ENSG00000103404.10	1.308895728	1.136303553	1.370330416	0.894781683	0.819276551	0.86587924	0.833706268	0.756982424	1.092137825
ENSG00000103415.7	23.39104691	24.82247442	27.76697327	14.79808444	16.64341025	17.7939858	32.61430095	39.10085047	22.84952121
ENSG00000103423.9	13.26872786	13.27536636	14.95160485	7.524500337	8.246374269	8.712602391	11.55339032	12.27532679	7.970432355
ENSG00000103426.8	0	0.010542217	0	0	0	0	0	0	0
ENSG00000103429.6	19.76131759	21.50862449	18.7926162	19.51762958	20.46794578	18.22918924	21.45224646	24.19287373	17.51600613
ENSG00000103449.7	1.814466421	1.392727468	1.351713358	5.442623239	4.862494655	5.610423742	4.224305907	3.744247882	4.249265814
ENSG00000103460.12	0	0	0	0.007263448	0.008116361	0.007005401	0	0	0
ENSG00000103472.5	0.247318	0.324998453	0.253079961	0.295292163	0.181481831	0.227841108	0.202767707	0.288456492	0.397173553
ENSG00000103479.10	4.895451244	4.320958012	3.986873631	9.856258278	8.887910014	8.598080048	6.683717563	5.83339594	8.877066266
ENSG00000103485.13	3.391381675	2.994533976	4.243092844	7.447501047	8.488467458	8.676961749	23.10536448	30.9076882	18.18202245
ENSG00000103489.7	11.4003057	11.10725185	9.749975479	6.953816463	6.868651924	6.472961676	4.440084465	4.729346256	4.552932108
ENSG00000103490.13	5.302596187	5.351174853	6.572417151	4.510050002	4.892142688	5.02881915	4.035691238	5.632894726	1.992443486
ENSG00000103494.8	0.566021011	0.588091234	0.588101094	0.872561124	0.752704259	0.655157265	0.368027478	0.295177772	0.858864254
ENSG00000103495.9	15.22616512	16.26471175	21.37326347	8.931984614	10.22352145	12.1844634	10.83915202	11.26885391	7.449217197
ENSG00000103496.10	14.96007052	14.49761673	15.46951926	15.40372595	16.78195161	18.08878142	25.939879	28.09390587	21.72669844
ENSG00000103502.9	45.75754903	43.15783963	54.5906524	45.60931769	47.01061698	56.09388113	67.18645904	75.67034524	49.27341072
ENSG00000103507.9	22.66496007	24.1560704	27.61200255	19.05000609	21.06544147	22.04240218	21.48378371	25.1407664	17.66580972
ENSG00000103510.15	5.814169982	5.864819792	6.741075647	4.881876459	4.268005462	5.578565192	6.525804425	6.320341452	4.770618883
ENSG00000103512.10	19.20337777	19.51142648	18.0455307	20.24621312	18.09750297	17.96429149	26.06397353	25.31276749	23.22789565
ENSG00000103522.11	1.338002689	1.782619209	1.993669892	1.325192696	1.577588568	1.31152759	2.2855394	2.760921689	1.685328166
ENSG00000103528.12	0.058678116	0.042706194	0.053446814	0.203713965	0.140917005	0.173086586	0.190318205	0.20448439	0.165269324
ENSG00000103534.12	0.021277163	0.025164122	0.006998424	0.017148008	0	0	0.022428552	0.064653181	0.020501685
ENSG00000103540.12	0.713017475	0.676209568	0.641621367	1.207117329	1.098475728	1.042231949	0.666514645	0.397641394	1.351376042
ENSG00000103544.10	7.80997525	7.733067125	7.472138316	8.14847592	7.779989669	7.533188226	9.900478724	10.91056305	8.565278568
ENSG00000103549.17	27.5573977	29.4533273	33.03955537	20.48122538	21.35882294	23.74105303	35.20347322	38.27802545	27.41703102
ENSG00000103550.9	2.602602336	3.018858276	3.051016245	1.344569281	1.629329934	1.608033329	1.928614352	1.917167476	1.382475728
ENSG00000103591.8	9.918851948	9.527380935	8.159119293	9.152285138	8.277474873	7.677767564	11.42821348	11.44020895	11.86546923
ENSG00000103599.15	0.057410622	0.067898523	0.044061122	0.046269224	0.045957695	0.044625428	0.050431111	0.010572666	0.082977311
ENSG00000103642.7	14.26976494	13.61058941	13.42079354	11.80936195	11.355397	10.52535578	13.77063869	12.0808737	15.5417026
ENSG00000103647.8	6.28579296	6.498546472	6.859976235	12.61343649	15.16698773	15.23309857	36.00782358	42.47187866	30.66869271
ENSG00000103653.12	22.85676495	24.32290338	28.9074109	8.424255253	8.609669565	9.13480819	11.9174496	13.40447038	9.617906808
ENSG00000103657.9	2.8376742	2.17448607	2.26944803	2.978592807	2.612399729	2.571028508	2.844087557	2.139539742	4.108101634
ENSG00000103671.5	7.20259438	7.132860775	7.406870287	6.912167862	6.759981139	6.228156595	6.094465483	5.669248784	7.588105251
ENSG00000103707.5	6.070048363	6.848872294	5.746371967	5.6080671	5.278015924	4.78695967	6.060209595	6.537508213	5.203429879
ENSG00000103710.6	0.486150464	0.416847104	0.63961289	2.233292094	1.619910201	2.191739033	0.755875483	0.550602358	0.620672395
ENSG00000103723.8	0.031680007	0.053524832	0.029771707	0.170213492	0.201069503	0.196999627	0.157430439	0.165023073	0.178791528
ENSG00000103740.5	0.008263967	0.029320942	0.005436321	0.004440146	0	0.008564805	0.004355581	0	0.003981387
ENSG00000103742.7	0.656998164	0.590535249	0.564736003	1.863832101	1.782911733	2.047285069	4.460027715	4.689647181	4.731015343
ENSG00000103769.5	14.29922621	14.76305899	12.97966292	19.47515635	20.48486936	17.32791977	22.6567603	22.17804898	22.53546409
ENSG00000103811.11	0.288579642	0.286690336	0.34170765	0.303899839	0.173257858	0.227304567	0.225104897	0.235961368	0.250255739
ENSG00000103832.10	0.058130299	0	0	0.020821883	0.023266901	0.060246447	0	0.042820802	0
ENSG00000103852.8	2.966206116	2.932125991	2.57742657	4.311349671	4.000278938	3.653464141	4.229237527	4.310911923	3.977875724
ENSG00000103855.13	30.15275884	28.20088747	33.38212038	36.61493608	38.97667808	41.86437747	56.08524516	63.4006128	45.33078213
ENSG00000103876.7	5.950969002	6.41743104	7.519110014	5.396252097	6.313193543	6.63167262	6.760222286	8.490741144	5.154174563
ENSG00000103888.11	28.73639795	22.24923798	20.62978596	11.39762459	9.306867444	8.643400635	3.753504039	2.509618694	3.91258424
ENSG00000103932.7	7.40839559	7.055086335	8.55957457	6.939219142	7.278848365	8.628469425	10.23093651	11.25231125	8.10567187
ENSG00000103942.8	0.108095679	0.071911598	0.133329458	0.152456642	0.117628782	0.094525939	0.124627514	0.145568182	0.120430344
ENSG00000103966.5	23.19887752	23.65797559	24.76382637	15.29933701	16.45104502	17.99080677	21.94231971	23.96479358	17.07548359
ENSG00000103978.11	5.349225438	6.196882404	4.331574557	8.599366993	7.913848477	6.275581691	7.229586801	7.147905252	8.918813596
ENSG00000103994.12	6.713221017	5.386414086	4.969584681	6.36379041	5.365071509	5.092621089	5.408677204	4.133647243	7.547533796
ENSG00000103995.9	0.595358738	0.654881033	0.679220652	0.66660362	0.614900794	0.54799336	0.109716069	0.110407209	0.433253717
ENSG00000104043.10	0.0313104	0.040733279	0.004119411	0.121123891	0.116548732	0.064900417	0.075910872	0.058814042	0.153863155
ENSG00000104044.11	0.14190377	0.107888831	0.080013571	0.130703088	0.206905516	0.157574537	0.085475848	0.055998888	0.068365939
ENSG00000104047.10	2.833852081	3.371858946	2.994026324	4.33710364	4.217390289	3.462116832	4.082510532	2.969963224	5.444587457
ENSG00000104055.10	0.009488344	0	0	0	0	0	0	0.010484167	0
ENSG00000104059.4	0.073593273	0.072531215	0.072618268	0.032950771	0.044184035	0.025424109	0.025858564	0	0.01181851
ENSG00000104064.12	5.701327374	5.829979335	4.86991719	5.061457715	4.750030655	4.390749229	4.364074495	3.64413086	5.366760256
ENSG00000104067.12	10.13289543	8.33453373	8.147266601	9.435287676	8.858041775	7.804066512	8.104960901	6.497801786	12.10696366
ENSG00000104081.9	0.817847525	0.679292708	0.640681456	7.929708624	7.923795956	7.738577002	18.13051689	17.68734168	14.54565196
ENSG00000104093.9	0.288167475	0.294203984	0.272197974	0.701364334	0.606275764	0.627947139	0.355686351	0.193223945	1.16049642
ENSG00000104112.4	0.010273784	0	0	0.044160006	0.024672757	0	0.010829738	0	0.039597363
ENSG00000104129.5	4.81143231	5.841955741	5.885753314	3.229852869	3.37130946	3.573920767	4.249012039	4.46680815	2.671635051
ENSG00000104131.8	16.85942421	17.76162318	15.095685	18.67722929	18.12262233	17.09811129	18.1644371	15.85334642	23.09573534
ENSG00000104133.10	2.550538598	2.337854283	1.887324799	4.010939769	3.327855908	2.982359222	2.597830655	2.117630084	4.373332176
ENSG00000104140.6	0.099725	0.117942987	0.05248202	0	0	0.041342136	0.042048603	0.066114816	0.03843615
ENSG00000104142.6	17.51963084	17.71046921	20.58590691	15.51405148	16.45841653	18.00943208	27.94056446	31.86797253	21.16207197
ENSG00000104147.4	4.622205336	5.922150201	5.321129034	2.039988636	2.477755588	2.053058525	0.406027569	0.425609668	0.371145189
ENSG00000104154.5	0.834651621	0.73896707	0.693229693	1.312780769	1.270970046	1.043842179	1.046934105	0.922250156	1.815137052
ENSG00000104164.6	4.398045243	4.274550258	3.658351934	9.167787784	8.30814873	6.539728799	4.493959862	3.717809881	8.845886456
ENSG00000104177.13	1.659735848	1.606831514	1.386528941	3.140886998	2.645507748	2.545983223	1.575369681	1.468765986	3.877813699
ENSG00000104205.8	0.15369402	0.168306656	0.299570952	0.275260835	0.280242701	0.235983738	0.102006926	0.157244951	0.279730118
ENSG00000104213.8	1.933936414	2.020110245	1.875812822	2.866963292	2.813759405	3.379578074	2.261792428	2.464462459	1.917858595
ENSG00000104218.9	0.895665094	0.870333271	0.751627101	2.88218856	2.546274842	2.318167307	1.219717783	0.861277879	2.425789497
ENSG00000104219.8	6.109507381	7.04048708	5.693091295	9.972522739	8.857849303	7.603530952	5.918520347	5.31130533	8.00317978
ENSG00000104221.8	4.657374289	4.881600399	5.770930477	4.422160622	4.586361502	4.597065827	7.636848969	8.958158279	4.903150684
ENSG00000104228.8	8.507530632	8.488386324	9.369497301	6.779476428	6.60948413	7.306416407	9.530499536	9.479631786	7.391531004
ENSG00000104231.6	1.630103807	1.832454493	1.815542859	3.520696841	3.323649821	2.985801891	2.118121037	1.819020344	3.429085618
ENSG00000104237.6	0	0.005664586	0	0	0	0.004963968	0	0	0.004615045
ENSG00000104267.5	0.016018005	0.037888421	0	0.017212626	0.019233826	0	0.016884802	0.035398261	0
ENSG00000104290.6	0.024695879	0.02628664	0.016245796	0.084920622	0.085996293	0.087022645	0.104129075	0.065490638	0.135636066
ENSG00000104299.10	3.757670527	3.468389449	3.986092308	2.845912082	2.938673693	3.089703094	4.552972139	4.65764611	3.273341668
ENSG00000104312.6	5.10584321	4.619263377	4.29179839	7.925141442	7.218225877	6.886012303	7.555696855	6.78693223	8.304711685
ENSG00000104313.13	0.03905021	0.007697332	0.034251423	0.055950094	0.023445021	0.020235888	0	0	0.006271161
