gene ID	GeneName	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSG00000163032	VSNL1	1.0	0.0	135.0	15.0
ENSG00000155034	FBXL18	33.0	23.0	48.0	135.0
ENSG00000086544	ITPKC	11.0	14.0	30.0	136.0
ENSG00000139182	CLSTN3	136.0	97.0	74.0	97.0
ENSG00000102890	ELMO3	35.0	62.0	101.0	136.0
ENSG00000170788	DYDC1	32.0	136.0	2.0	0.0
ENSG00000144468	RHBDD1	98.0	87.0	69.0	136.0
ENSG00000088826	SMOX	27.0	26.0	39.0	136.0
ENSG00000111229	ARPC3	42.0	14.0	80.0	136.0
ENSG00000124260	MAGEA10	136.0	0.0	20.0	38.0
ENSG00000167792	NDUFV1	57.0	26.0	76.0	136.0
ENSG00000179151	EDC3	72.0	31.0	68.0	136.0
ENSG00000187391	MAGI2	128.0	93.0	105.0	136.0
ENSG00000178498	DTX3	69.0	21.0	44.0	136.0
ENSG00000173545	ZNF622	99.0	55.0	68.0	136.0
ENSG00000130783	CCDC62	136.0	79.0	60.0	42.0
ENSG00000198015	MRPL42	59.0	136.0	77.0	101.0
ENSG00000118690	ARMC2	80.0	136.0	60.0	15.0
ENSG00000133250	ZNF414	54.0	26.0	65.0	136.0
ENSG00000149792	MRPL49	108.0	66.0	94.0	137.0
ENSG00000161526	SAP30BP	85.0	45.0	85.0	137.0
ENSG00000104299	INTS9	74.0	60.0	37.0	137.0
ENSG00000117593	DARS2	78.0	40.0	137.0	55.0
ENSG00000196505	GDAP2	103.0	137.0	91.0	132.0
ENSG00000138375	SMARCAL1	51.0	68.0	40.0	137.0
ENSG00000213859	KCTD11	10.0	0.0	137.0	79.0
ENSG00000158480	SPATA2	46.0	39.0	45.0	137.0
ENSG00000215218	UBE2QL1	137.0	115.0	4.0	7.0
ENSG00000285526	ENSG00000285526	3.0	0.0	44.0	137.0
ENSG00000063169	GLTSCR1	34.0	17.0	34.0	137.0
ENSG00000011485	PPP5C	82.0	53.0	44.0	138.0
ENSG00000108984	MAP2K6	52.0	50.0	138.0	113.0
ENSG00000134321	RSAD2	46.0	6.0	138.0	38.0
ENSG00000088808	PPP1R13B	31.0	22.0	61.0	138.0
ENSG00000116984	MTR	138.0	97.0	68.0	72.0
ENSG00000163576	EFHB	20.0	138.0	13.0	9.0
ENSG00000138379	MSTN	0.0	104.0	25.0	138.0
ENSG00000143486	EIF2D	138.0	32.0	66.0	88.0
ENSG00000242028	HYPK	126.0	20.0	138.0	54.0
ENSG00000145423	SFRP2	7.0	3.0	138.0	59.0
ENSG00000186501	TMEM222	14.0	11.0	45.0	138.0
ENSG00000213420	GPC2	107.0	20.0	138.0	63.0
ENSG00000089876	DHX32	111.0	134.0	59.0	138.0
ENSG00000147144	CCDC120	114.0	33.0	73.0	138.0
ENSG00000108679	LGALS3BP	4.0	7.0	86.0	138.0
ENSG00000127720	METTL25	138.0	55.0	85.0	56.0
ENSG00000143493	INTS7	102.0	105.0	83.0	138.0
ENSG00000145592	RPL37	108.0	83.0	40.0	138.0
ENSG00000128656	CHN1	129.0	138.0	95.0	54.0
ENSG00000105583	WDR83OS	43.0	40.0	34.0	138.0
ENSG00000153814	JAZF1	101.0	135.0	28.0	138.0
ENSG00000111707	SUDS3	138.0	111.0	99.0	126.0
ENSG00000128591	FLNC	15.0	1.0	19.0	138.0
ENSG00000284741	ENSG00000284741	17.0	11.0	138.0	4.0
ENSG00000165175	MID1IP1	38.0	72.0	39.0	139.0
ENSG00000154237	LRRK1	138.0	24.0	52.0	139.0
ENSG00000026652	AGPAT4	139.0	68.0	111.0	112.0
ENSG00000106688	SLC1A1	24.0	9.0	1.0	139.0
ENSG00000054282	SDCCAG8	139.0	97.0	109.0	106.0
ENSG00000148308	GTF3C5	66.0	37.0	37.0	139.0
ENSG00000172409	CLP1	50.0	27.0	86.0	139.0
ENSG00000130429	ARPC1B	24.0	12.0	59.0	139.0
ENSG00000002016	RAD52	139.0	61.0	77.0	61.0
ENSG00000140577	CRTC3	67.0	72.0	109.0	139.0
ENSG00000078579	FGF20	139.0	18.0	4.0	7.0
ENSG00000166762	CATSPER2	139.0	56.0	29.0	33.0
ENSG00000130724	CHMP2A	50.0	59.0	118.0	139.0
ENSG00000204104	TRAF3IP1	139.0	131.0	95.0	59.0
ENSG00000081148	IMPG2	79.0	139.0	25.0	10.0
ENSG00000164074	C4orf29	139.0	97.0	109.0	52.0
ENSG00000177045	SIX5	22.0	8.0	95.0	139.0
ENSG00000196588	MKL1	73.0	19.0	52.0	139.0
ENSG00000168795	ZBTB5	102.0	75.0	110.0	139.0
ENSG00000215271	HOMEZ	139.0	42.0	79.0	104.0
ENSG00000177030	DEAF1	68.0	17.0	58.0	139.0
ENSG00000142102	ATHL1	9.0	3.0	29.0	139.0
ENSG00000152208	GRID2	30.0	19.0	139.0	92.0
ENSG00000185567	AHNAK2	139.0	0.0	8.0	1.0
ENSG00000105607	GCDH	140.0	78.0	93.0	105.0
ENSG00000177556	ATOX1	24.0	16.0	106.0	140.0
ENSG00000182473	EXOC7	59.0	60.0	91.0	140.0
ENSG00000120658	ENOX1	140.0	48.0	33.0	11.0
ENSG00000100288	CHKB	140.0	67.0	102.0	111.0
ENSG00000059573	ALDH18A1	81.0	45.0	71.0	140.0
ENSG00000144589	STK11IP	140.0	107.0	43.0	87.0
ENSG00000085978	ATG16L1	140.0	85.0	55.0	77.0
ENSG00000126768	TIMM17B	91.0	43.0	99.0	140.0
ENSG00000099308	MAST3	101.0	106.0	59.0	140.0
ENSG00000158006	PAFAH2	22.0	22.0	140.0	127.0
ENSG00000127472	PLA2G5	10.0	8.0	140.0	109.0
ENSG00000121871	SLITRK3	113.0	9.0	140.0	37.0
ENSG00000137207	YIPF3	57.0	46.0	62.0	140.0
ENSG00000127399	LRRC61	75.0	65.0	89.0	140.0
ENSG00000104870	FCGRT	0.0	3.0	44.0	141.0
ENSG00000100075	SLC25A1	7.0	15.0	36.0	141.0
ENSG00000023902	PLEKHO1	141.0	68.0	14.0	21.0
ENSG00000113761	ZNF346	109.0	70.0	141.0	67.0
ENSG00000164615	CAMLG	141.0	122.0	111.0	53.0
ENSG00000162814	SPATA17	29.0	141.0	5.0	7.0
ENSG00000169241	SLC50A1	10.0	9.0	41.0	141.0
ENSG00000116212	LRRC42	131.0	50.0	141.0	75.0
ENSG00000164880	INTS1	66.0	62.0	35.0	141.0
ENSG00000164045	CDC25A	141.0	62.0	91.0	122.0
ENSG00000111269	CREBL2	141.0	72.0	132.0	101.0
ENSG00000148798	INA	141.0	40.0	10.0	0.0
ENSG00000198863	RUNDC1	76.0	72.0	66.0	141.0
ENSG00000266964	FXYD1	2.0	1.0	78.0	141.0
ENSG00000143476	DTL	71.0	43.0	74.0	141.0
ENSG00000123119	NECAB1	81.0	141.0	37.0	3.0
ENSG00000137878	GCOM1	85.0	10.0	64.0	141.0
ENSG00000147246	HTR2C	1.0	1.0	0.0	141.0
ENSG00000119922	IFIT2	2.0	2.0	81.0	141.0
ENSG00000164989	CCDC171	36.0	62.0	141.0	18.0
ENSG00000126822	PLEKHG3	22.0	2.0	141.0	87.0
ENSG00000005020	SKAP2	101.0	37.0	141.0	71.0
ENSG00000105618	PRPF31	142.0	94.0	103.0	110.0
ENSG00000176390	CRLF3	139.0	88.0	142.0	62.0
ENSG00000273559	CWC25	90.0	60.0	142.0	111.0
ENSG00000072422	RHOBTB1	22.0	142.0	54.0	53.0
ENSG00000112996	MRPS30	103.0	80.0	142.0	79.0
ENSG00000156787	TBC1D31	139.0	142.0	77.0	122.0
ENSG00000185122	HSF1	71.0	59.0	50.0	142.0
ENSG00000159131	GART	142.0	100.0	88.0	90.0
ENSG00000169129	AFAP1L2	9.0	13.0	142.0	128.0
ENSG00000079739	PGM1	30.0	39.0	122.0	142.0
ENSG00000089063	TMEM230	91.0	73.0	93.0	142.0
ENSG00000215305	VPS16	44.0	38.0	41.0	142.0
ENSG00000103502	CDIPT	84.0	14.0	71.0	142.0
ENSG00000102103	PQBP1	98.0	87.0	142.0	104.0
ENSG00000147224	PRPS1	142.0	140.0	137.0	52.0
ENSG00000284820	ENSG00000284820	41.0	78.0	86.0	142.0
ENSG00000188112	C6orf132	43.0	7.0	62.0	142.0
ENSG00000171067	C11orf24	27.0	16.0	41.0	142.0
ENSG00000021762	OSBPL5	8.0	8.0	142.0	86.0
ENSG00000106733	NMRK1	125.0	76.0	142.0	61.0
ENSG00000135482	ZC3H10	79.0	30.0	71.0	142.0
ENSG00000186416	NKRF	125.0	86.0	142.0	117.0
ENSG00000167395	ZNF646	110.0	30.0	85.0	142.0
ENSG00000132589	FLOT2	16.0	23.0	98.0	142.0
ENSG00000183570	PCBP3	143.0	63.0	24.0	26.0
ENSG00000112033	PPARD	20.0	5.0	18.0	143.0
ENSG00000143390	RFX5	143.0	40.0	97.0	85.0
ENSG00000117118	SDHB	96.0	43.0	84.0	143.0
ENSG00000143740	SNAP47	51.0	43.0	62.0	143.0
ENSG00000139209	SLC38A4	143.0	39.0	53.0	126.0
ENSG00000136718	IMP4	143.0	69.0	128.0	138.0
ENSG00000059691	GATB	143.0	37.0	49.0	59.0
ENSG00000173406	DAB1	1.0	26.0	30.0	143.0
ENSG00000084693	AGBL5	83.0	139.0	92.0	143.0
ENSG00000156873	PHKG2	143.0	97.0	53.0	68.0
ENSG00000214827	MTCP1	143.0	52.0	88.0	38.0
ENSG00000130052	STARD8	14.0	13.0	133.0	143.0
ENSG00000182492	BGN	2.0	3.0	68.0	143.0
ENSG00000102738	MRPS31	124.0	142.0	143.0	96.0
ENSG00000173926	Mar-03	105.0	143.0	7.0	25.0
ENSG00000176040	TMPRSS7	143.0	95.0	3.0	1.0
ENSG00000163701	IL17RE	1.0	0.0	34.0	143.0
ENSG00000139974	SLC38A6	143.0	62.0	53.0	14.0
ENSG00000198952	SMG5	84.0	29.0	52.0	144.0
ENSG00000108784	NAGLU	22.0	13.0	39.0	144.0
ENSG00000204371	EHMT2	80.0	57.0	50.0	144.0
ENSG00000237190	CDKN2AIPNL	130.0	144.0	101.0	106.0
ENSG00000145901	TNIP1	20.0	22.0	43.0	144.0
ENSG00000164588	HCN1	6.0	144.0	11.0	23.0
ENSG00000175595	ERCC4	109.0	86.0	144.0	79.0
ENSG00000172977	KAT5	45.0	35.0	78.0	144.0
ENSG00000187531	SIRT7	144.0	40.0	91.0	54.0
ENSG00000160710	ADAR	84.0	65.0	125.0	144.0
ENSG00000138823	MTTP	144.0	123.0	112.0	63.0
ENSG00000116221	MRPL37	94.0	17.0	89.0	144.0
ENSG00000105726	ATP13A1	103.0	63.0	56.0	144.0
ENSG00000240972	MIF	9.0	3.0	77.0	144.0
ENSG00000129521	EGLN3	13.0	28.0	9.0	144.0
ENSG00000088280	ASAP3	23.0	31.0	54.0	144.0
ENSG00000197958	RPL12	144.0	43.0	93.0	50.0
ENSG00000176153	GPX2	32.0	144.0	6.0	104.0
ENSG00000171161	ZNF672	144.0	54.0	135.0	64.0
ENSG00000075303	SLC25A40	115.0	60.0	144.0	77.0
ENSG00000160588	MPZL3	33.0	22.0	69.0	144.0
ENSG00000169432	SCN9A	2.0	0.0	144.0	37.0
ENSG00000184277	TM2D3	69.0	60.0	144.0	72.0
ENSG00000141985	SH3GL1	21.0	33.0	44.0	145.0
ENSG00000111843	TMEM14C	7.0	17.0	52.0	145.0
ENSG00000130956	HABP4	102.0	56.0	145.0	141.0
ENSG00000168546	GFRA2	0.0	2.0	77.0	145.0
ENSG00000107821	KAZALD1	29.0	25.0	145.0	71.0
ENSG00000148606	POLR3A	102.0	132.0	145.0	122.0
ENSG00000185697	MYBL1	30.0	128.0	51.0	145.0
ENSG00000138399	FASTKD1	145.0	23.0	57.0	37.0
ENSG00000146834	MEPCE	53.0	38.0	65.0	145.0
ENSG00000140545	MFGE8	19.0	5.0	61.0	145.0
ENSG00000243279	PRAF2	37.0	19.0	69.0	145.0
ENSG00000149115	TNKS1BP1	29.0	8.0	33.0	145.0
ENSG00000161013	MGAT4B	145.0	38.0	129.0	104.0
ENSG00000150403	TMCO3	98.0	62.0	102.0	145.0
ENSG00000167123	CERCAM	16.0	12.0	60.0	145.0
ENSG00000151065	DCP1B	145.0	81.0	75.0	121.0
ENSG00000183186	C2CD4C	145.0	22.0	15.0	11.0
ENSG00000172345	STARD5	43.0	79.0	104.0	145.0
ENSG00000175416	CLTB	145.0	106.0	38.0	133.0
ENSG00000163348	PYGO2	77.0	68.0	90.0	145.0
ENSG00000102401	ARMCX3	61.0	145.0	29.0	134.0
ENSG00000181754	AMIGO1	145.0	64.0	44.0	118.0
ENSG00000197472	ZNF695	54.0	48.0	145.0	34.0
ENSG00000139291	TMEM19	145.0	97.0	126.0	112.0
ENSG00000113248	PCDHB15	48.0	72.0	145.0	85.0
ENSG00000111199	TRPV4	9.0	22.0	28.0	146.0
ENSG00000076924	XAB2	134.0	58.0	89.0	146.0
ENSG00000145494	NDUFS6	46.0	146.0	46.0	143.0
ENSG00000167969	ECI1	50.0	37.0	146.0	133.0
ENSG00000133895	MEN1	42.0	25.0	28.0	146.0
ENSG00000112232	KHDRBS2	146.0	32.0	4.0	4.0
ENSG00000177674	AGTRAP	131.0	89.0	146.0	145.0
ENSG00000111450	STX2	146.0	77.0	29.0	30.0
ENSG00000102755	FLT1	2.0	1.0	146.0	10.0
ENSG00000158669	AGPAT6	87.0	37.0	134.0	146.0
ENSG00000138587	MNS1	112.0	146.0	6.0	10.0
ENSG00000168143	FAM83B	34.0	10.0	59.0	146.0
ENSG00000170892	TSEN34	35.0	23.0	73.0	146.0
ENSG00000141084	RANBP10	101.0	79.0	79.0	146.0
ENSG00000111667	USP5	31.0	40.0	57.0	146.0
ENSG00000187118	CMC1	60.0	58.0	146.0	71.0
ENSG00000138286	FAM149B1	84.0	61.0	146.0	112.0
ENSG00000254087	LYN	10.0	1.0	44.0	146.0
ENSG00000165861	ZFYVE1	99.0	50.0	112.0	146.0
ENSG00000145781	COMMD10	65.0	51.0	123.0	146.0
ENSG00000124523	SIRT5	75.0	146.0	137.0	30.0
ENSG00000131943	C19orf12	146.0	58.0	98.0	30.0
ENSG00000186222	BLOC1S4	43.0	55.0	146.0	20.0
ENSG00000141741	MIEN1	77.0	39.0	147.0	133.0
ENSG00000154814	OXNAD1	77.0	104.0	147.0	62.0
ENSG00000124767	GLO1	80.0	76.0	117.0	147.0
ENSG00000166886	NAB2	0.0	2.0	29.0	147.0
ENSG00000162512	SDC3	142.0	98.0	46.0	147.0
ENSG00000171793	CTPS1	146.0	92.0	65.0	147.0
ENSG00000168904	LRRC28	147.0	144.0	67.0	97.0
ENSG00000094631	HDAC6	32.0	35.0	141.0	147.0
ENSG00000130830	MPP1	26.0	29.0	118.0	147.0
ENSG00000141349	G6PC3	77.0	50.0	40.0	147.0
ENSG00000063245	EPN1	62.0	29.0	39.0	147.0
ENSG00000007923	DNAJC11	147.0	69.0	82.0	88.0
ENSG00000174502	SLC26A9	5.0	3.0	44.0	147.0
ENSG00000189171	S100A13	71.0	147.0	23.0	35.0
ENSG00000096433	ITPR3	147.0	31.0	5.0	44.0
ENSG00000188807	TMEM201	101.0	35.0	100.0	147.0
ENSG00000154080	CHST9	1.0	147.0	27.0	85.0
ENSG00000174672	BRSK2	147.0	77.0	16.0	1.0
ENSG00000101670	LIPG	6.0	147.0	123.0	32.0
ENSG00000172216	CEBPB	16.0	11.0	147.0	61.0
ENSG00000184076	UQCR10	48.0	34.0	46.0	147.0
ENSG00000196368	NUDT11	55.0	58.0	147.0	83.0
ENSG00000125651	GTF2F1	97.0	37.0	135.0	148.0
ENSG00000163435	ELF3	2.0	4.0	18.0	148.0
ENSG00000122862	SRGN	3.0	10.0	6.0	148.0
ENSG00000131899	LLGL1	55.0	70.0	56.0	148.0
ENSG00000023608	SNAPC1	131.0	107.0	148.0	104.0
ENSG00000127252	HRASLS	19.0	148.0	47.0	27.0
ENSG00000175197	DDIT3	77.0	63.0	61.0	148.0
ENSG00000197070	ARRDC1	36.0	29.0	81.0	148.0
ENSG00000157570	TSPAN18	76.0	6.0	148.0	69.0
ENSG00000160685	ZBTB7B	25.0	11.0	23.0	148.0
ENSG00000099625	C19orf26	22.0	2.0	46.0	148.0
ENSG00000145022	TCTA	36.0	31.0	60.0	148.0
ENSG00000273820	USP27X	50.0	57.0	103.0	148.0
ENSG00000213593	TMX2	67.0	51.0	84.0	148.0
ENSG00000152133	GPATCH11	148.0	93.0	117.0	76.0
ENSG00000108852	MPP2	149.0	77.0	84.0	138.0
ENSG00000087077	TRIP6	20.0	4.0	66.0	149.0
ENSG00000113368	LMNB1	108.0	114.0	108.0	149.0
ENSG00000160447	PKN3	149.0	19.0	3.0	12.0
ENSG00000162511	LAPTM5	149.0	12.0	0.0	12.0
ENSG00000274810	NPHP3-ACAD11	149.0	76.0	107.0	49.0
ENSG00000258984	UBE2F-SCLY	149.0	82.0	91.0	116.0
ENSG00000125779	PANK2	149.0	75.0	107.0	115.0
ENSG00000198130	HIBCH	115.0	103.0	145.0	149.0
ENSG00000151353	TMEM18	130.0	56.0	112.0	149.0
ENSG00000156140	ADAMTS3	2.0	3.0	149.0	47.0
ENSG00000111490	TBC1D30	114.0	149.0	17.0	41.0
ENSG00000171055	FEZ2	149.0	30.0	57.0	99.0
ENSG00000130311	DDA1	51.0	30.0	27.0	149.0
ENSG00000101417	PXMP4	70.0	102.0	64.0	150.0
ENSG00000105404	RABAC1	13.0	14.0	12.0	150.0
ENSG00000126767	ELK1	126.0	32.0	150.0	91.0
ENSG00000162714	ZNF496	45.0	62.0	86.0	150.0
ENSG00000164347	GFM2	150.0	97.0	109.0	77.0
ENSG00000134873	CLDN10	1.0	1.0	10.0	150.0
ENSG00000120729	MYOT	150.0	40.0	1.0	0.0
ENSG00000175550	DRAP1	38.0	12.0	69.0	150.0
ENSG00000099250	NRP1	31.0	0.0	150.0	102.0
ENSG00000124006	OBSL1	69.0	19.0	101.0	150.0
ENSG00000119408	NEK6	38.0	43.0	150.0	107.0
ENSG00000163393	SLC22A15	62.0	18.0	150.0	150.0
ENSG00000073803	MAP3K13	150.0	124.0	87.0	20.0
ENSG00000110723	EXPH5	17.0	7.0	16.0	150.0
ENSG00000138686	BBS7	77.0	150.0	129.0	56.0
ENSG00000155636	RBM45	130.0	105.0	150.0	109.0
ENSG00000178662	CSRNP3	6.0	150.0	7.0	47.0
ENSG00000141384	TAF4B	45.0	130.0	143.0	150.0
ENSG00000105767	CADM4	78.0	88.0	113.0	150.0
ENSG00000105290	APLP1	151.0	34.0	43.0	68.0
ENSG00000090621	PABPC4	33.0	67.0	79.0	151.0
ENSG00000034152	MAP2K3	20.0	10.0	77.0	151.0
ENSG00000124784	RIOK1	58.0	42.0	151.0	129.0
ENSG00000145882	PCYOX1L	151.0	44.0	69.0	6.0
ENSG00000049239	H6PD	32.0	26.0	83.0	151.0
ENSG00000163297	ANTXR2	18.0	19.0	151.0	97.0
ENSG00000186212	SOWAHB	17.0	7.0	38.0	151.0
ENSG00000186094	AGBL4	118.0	151.0	8.0	13.0
ENSG00000126749	EMG1	100.0	50.0	152.0	133.0
ENSG00000186522	Sep-10	22.0	3.0	152.0	125.0
ENSG00000100575	TIMM9	152.0	60.0	87.0	36.0
ENSG00000166136	NDUFB8	123.0	48.0	152.0	41.0
ENSG00000143333	RGS16	9.0	15.0	97.0	152.0
ENSG00000142856	ITGB3BP	152.0	134.0	141.0	50.0
ENSG00000102996	MMP15	7.0	8.0	53.0	152.0
ENSG00000132612	VPS4A	85.0	53.0	87.0	152.0
ENSG00000103642	LACTB	152.0	49.0	42.0	47.0
ENSG00000055483	USP36	25.0	34.0	39.0	152.0
ENSG00000088038	CNOT3	152.0	66.0	128.0	139.0
ENSG00000129951	LPPR3	152.0	33.0	69.0	103.0
ENSG00000053108	FSTL4	152.0	64.0	4.0	102.0
ENSG00000141076	CIRH1A	145.0	79.0	99.0	152.0
ENSG00000185652	NTF3	152.0	8.0	110.0	14.0
ENSG00000211899	IGHM	0.0	152.0	4.0	0.0
ENSG00000115318	LOXL3	25.0	29.0	153.0	117.0
ENSG00000104812	GYS1	116.0	39.0	153.0	80.0
ENSG00000164708	PGAM2	153.0	39.0	11.0	14.0
ENSG00000171421	MRPL36	27.0	13.0	79.0	153.0
ENSG00000186976	EFCAB6	153.0	61.0	1.0	4.0
ENSG00000119977	TCTN3	107.0	153.0	45.0	57.0
ENSG00000158526	TSR2	124.0	54.0	153.0	80.0
ENSG00000095321	CRAT	47.0	26.0	80.0	153.0
ENSG00000128951	DUT	106.0	96.0	153.0	91.0
ENSG00000101096	NFATC2	85.0	21.0	94.0	153.0
ENSG00000187017	ESPN	153.0	81.0	6.0	19.0
ENSG00000196683	TOMM7	87.0	116.0	153.0	80.0
ENSG00000136231	IGF2BP3	58.0	15.0	153.0	110.0
ENSG00000112175	BMP5	8.0	15.0	153.0	7.0
ENSG00000166016	ABTB2	153.0	86.0	107.0	153.0
ENSG00000184117	NIPSNAP1	126.0	70.0	129.0	153.0
ENSG00000105186	ANKRD27	153.0	26.0	108.0	107.0
ENSG00000026036	RTEL1-TNFRSF6B	153.0	152.0	14.0	77.0
ENSG00000124160	NCOA5	139.0	74.0	120.0	153.0
ENSG00000186106	ANKRD46	105.0	91.0	153.0	150.0
ENSG00000133794	ARNTL	86.0	96.0	153.0	140.0
ENSG00000105723	GSK3A	50.0	29.0	35.0	153.0
ENSG00000104043	ATP8B4	153.0	136.0	40.0	3.0
ENSG00000124702	KLHDC3	65.0	61.0	58.0	153.0
ENSG00000167720	SRR	144.0	69.0	121.0	154.0
ENSG00000112186	CAP2	154.0	130.0	45.0	1.0
ENSG00000172172	MRPL13	154.0	115.0	131.0	141.0
ENSG00000161791	FMNL3	51.0	10.0	57.0	154.0
ENSG00000160194	NDUFV3	154.0	110.0	104.0	122.0
ENSG00000091483	FH	146.0	121.0	154.0	147.0
ENSG00000111725	PRKAB1	154.0	59.0	72.0	89.0
ENSG00000111737	RAB35	25.0	32.0	74.0	154.0
ENSG00000144591	GMPPA	9.0	31.0	86.0	154.0
ENSG00000158691	ZSCAN12	147.0	33.0	154.0	30.0
ENSG00000149292	TTC12	113.0	61.0	154.0	122.0
ENSG00000163898	LIPH	66.0	154.0	14.0	2.0
ENSG00000167987	VPS37C	23.0	3.0	29.0	154.0
ENSG00000196535	MYO18A	138.0	65.0	32.0	155.0
ENSG00000113108	APBB3	121.0	71.0	125.0	155.0
ENSG00000160199	PKNOX1	105.0	108.0	104.0	155.0
ENSG00000018625	ATP1A2	9.0	27.0	68.0	155.0
ENSG00000158545	ZC3H18	98.0	79.0	155.0	129.0
ENSG00000107745	MICU1	116.0	90.0	61.0	155.0
ENSG00000101361	NOP56	155.0	90.0	51.0	154.0
ENSG00000172375	C2CD2L	155.0	104.0	28.0	110.0
ENSG00000117016	RIMS3	155.0	14.0	2.0	6.0
ENSG00000164746	C7orf57	38.0	155.0	44.0	12.0
ENSG00000170745	KCNS3	155.0	122.0	16.0	7.0
ENSG00000187527	ATP13A5	0.0	8.0	47.0	155.0
ENSG00000163374	YY1AP1	64.0	90.0	71.0	155.0
ENSG00000068078	FGFR3	154.0	1.0	155.0	26.0
ENSG00000242247	ARFGAP3	86.0	50.0	155.0	96.0
ENSG00000142039	CCDC97	115.0	53.0	80.0	156.0
ENSG00000204815	TTC25	155.0	156.0	23.0	14.0
ENSG00000125347	IRF1	2.0	16.0	21.0	156.0
ENSG00000178971	CTC1	55.0	42.0	137.0	156.0
ENSG00000100462	PRMT5	104.0	73.0	147.0	156.0
ENSG00000023041	ZDHHC6	50.0	44.0	143.0	156.0
ENSG00000168393	DTYMK	33.0	39.0	156.0	110.0
ENSG00000117751	PPP1R8	71.0	55.0	136.0	156.0
ENSG00000109618	SEPSECS	130.0	38.0	156.0	144.0
ENSG00000109519	GRPEL1	77.0	32.0	122.0	156.0
ENSG00000014257	ACPP	41.0	89.0	156.0	18.0
ENSG00000122435	TRMT13	156.0	45.0	50.0	33.0
ENSG00000177303	CASKIN2	22.0	7.0	59.0	156.0
ENSG00000198959	TGM2	2.0	0.0	68.0	156.0
ENSG00000133619	KRBA1	124.0	78.0	143.0	156.0
ENSG00000145536	ADAMTS16	4.0	1.0	68.0	156.0
ENSG00000198331	HYLS1	156.0	76.0	60.0	19.0
ENSG00000131653	TRAF7	114.0	41.0	47.0	156.0
ENSG00000106803	SEC61B	42.0	39.0	156.0	135.0
ENSG00000185432	METTL7A	67.0	27.0	156.0	121.0
ENSG00000198001	IRAK4	49.0	156.0	61.0	104.0
ENSG00000107562	CXCL12	32.0	71.0	156.0	80.0
ENSG00000096070	BRPF3	96.0	31.0	156.0	127.0
ENSG00000168000	BSCL2	84.0	105.0	66.0	156.0
ENSG00000266967	AARSD1	156.0	50.0	117.0	106.0
ENSG00000084628	NKAIN1	126.0	49.0	156.0	50.0
ENSG00000104973	MED25	17.0	38.0	41.0	157.0
ENSG00000126602	TRAP1	154.0	109.0	107.0	157.0
ENSG00000074370	ATP2A3	157.0	70.0	5.0	21.0
ENSG00000141503	MINK1	101.0	37.0	88.0	157.0
ENSG00000179632	MAF1	84.0	76.0	40.0	157.0
ENSG00000053747	LAMA3	2.0	0.0	17.0	157.0
ENSG00000156398	SFXN2	140.0	46.0	157.0	51.0
ENSG00000196290	NIF3L1	157.0	93.0	82.0	94.0
ENSG00000143499	SMYD2	80.0	37.0	61.0	157.0
ENSG00000035681	NSMAF	152.0	137.0	116.0	157.0
ENSG00000142669	SH3BGRL3	60.0	65.0	157.0	155.0
ENSG00000175664	TEX26	157.0	137.0	13.0	14.0
ENSG00000106351	AGFG2	157.0	108.0	62.0	63.0
ENSG00000171204	TMEM126B	115.0	65.0	157.0	67.0
ENSG00000102743	SLC25A15	76.0	67.0	157.0	144.0
ENSG00000198198	SZT2	85.0	27.0	56.0	157.0
ENSG00000117480	FAAH	98.0	21.0	140.0	157.0
ENSG00000128266	GNAZ	157.0	71.0	69.0	69.0
ENSG00000166986	MARS	120.0	62.0	104.0	157.0
ENSG00000171992	SYNPO	157.0	77.0	18.0	74.0
ENSG00000164976	KIAA1161	157.0	66.0	22.0	32.0
ENSG00000130475	FCHO1	157.0	60.0	9.0	17.0
ENSG00000064666	CNN2	8.0	6.0	46.0	158.0
ENSG00000167671	UBXN6	131.0	92.0	93.0	158.0
ENSG00000100246	DNAL4	158.0	152.0	124.0	66.0
ENSG00000163510	CWC22	158.0	137.0	93.0	114.0
ENSG00000162604	TM2D1	59.0	74.0	158.0	67.0
ENSG00000176209	SMIM19	107.0	86.0	158.0	105.0
ENSG00000198585	NUDT16	63.0	55.0	119.0	158.0
ENSG00000110076	NRXN2	158.0	48.0	3.0	3.0
ENSG00000198853	RUSC2	1.0	14.0	22.0	158.0
ENSG00000186792	HYAL3	20.0	3.0	53.0	158.0
ENSG00000114744	COMMD2	148.0	146.0	158.0	98.0
ENSG00000164855	TMEM184A	158.0	86.0	23.0	87.0
ENSG00000140497	SCAMP2	63.0	24.0	91.0	158.0
ENSG00000179304	FAM156B	69.0	158.0	86.0	38.0
ENSG00000145198	VWA5B2	158.0	42.0	4.0	0.0
ENSG00000137821	LRRC49	68.0	158.0	53.0	100.0
ENSG00000167632	TRAPPC9	60.0	29.0	66.0	158.0
ENSG00000145934	TENM2	158.0	15.0	80.0	38.0
ENSG00000112640	PPP2R5D	118.0	59.0	89.0	158.0
ENSG00000254986	DPP3	73.0	30.0	158.0	153.0
ENSG00000148842	CNNM2	158.0	93.0	53.0	29.0
ENSG00000071859	FAM50A	159.0	13.0	57.0	80.0
ENSG00000278540	ACACA	49.0	75.0	71.0	159.0
ENSG00000140092	FBLN5	12.0	11.0	159.0	84.0
